scientificName,commonName
"Abramis brama (Linnaeus, 1758)",Common bream
"Plectorhinchus playfairi (Pellegrin, 1914)",Whitebarred rubberlip
"Nemateleotris decora Randall & Allen, 1973",Decorated firefish
"Epinephelus hexagonatus (Forster, 1801)",Hexagon grouper
"Paracirrhites arcatus (Cuvier, 1829)",Arc-eye hawkfish
"Ceramaster granularis (Retzius, 1783)",Granular sea star
"Cilus gilberti (Abbott, 1899)",Corvina
"Acropora speciosa (Quelch, 1886)",Specious Acropora
"Acanthurus fowleri de Beaufort, 1951",Fowler's surgeonfish
"Parahyotissa Harry, 1985",Harry's Flatworm
"Anaora tentaculata Gray, 1835",Leafy dragonet
"Synodus poeyi Jordan, 1887",Lizardfish
"Anasimus latus Rathbun, 1894",Stilt spider crab
"Holothuria arenicola Semper, 1868",Sea cucumber
"Bolocera tuediae (Johnston, 1832)",Deeplet Sea Anemone
"Kryptopterus bicirrhis (Valenciennes, 1840)",Glass catfish
"Scorpaena sonorae Jenkins & Evermann, 1889",Sonora scorpionfish
"Calotomus japonicus (Valenciennes, 1840)",Japanese parrotfish
"Scyllarides latus (Latreille, 1803)",Mediterranean slipper lobster
"Hippocampus subelongatus Castelnau, 1873",West Australian seahorse
"Octopus superciliosus Quoy & Gaimard, 1832",Bigeye octopus
"Protemblemaria bicirrus (Hildebrand, 1946)",Warthead blenny
"Plesiotrygon iwamae Rosa, Castello & Thorson, 1987",Long-tailed river stingray
"Chaetodermis penicilligerus (Cuvier, 1816)",Prickly leatherjacket
"Centropristis philadelphica (Linnaeus, 1758)",Rock sea bass
"Ecsenius yaeyamaensis (Aoyagi, 1954)",Yaeyama blenny
"Aequorea vitrina Gosse, 1853",Vitraria
"Porania pulvillus (O.F.Müller, 1776)",Red Cushion Star
"Plectorhinchus gibbosus (Lacepède, 1802)",Black sweetlip
"Hologymnosus annulatus (Lacepède, 1801)",Lined wrasse
"Amblyeleotris wheeleri (Polunin & Lubbock, 1977)",Wheeler's shrimp goby
"Parascorpaena picta (Cuvier, 1829)",Painted scorpionfish
"Halichoeres nebulosus (Valenciennes, 1839)",Cloud wrasse
"Chaetodon flavirostris Günther, 1874",Black butterflyfish
"Hypselodoris imperialis (Pease, 1860)",Imperial Nudibranch
"Strongylura leiura (Bleeker, 1850)",Banded needlefish
"Chelidonura varians Eliot, 1903",Blue velvet headshield slug
"Eunice aphroditois (Pallas, 1788)",Eunice worm
"Cyprinus carpio haematopterus Martens, 1876",Amur carp
"Astropecten americanus (Verrill, 1880)",Sand star
"Ostracion rhinorhynchos Bleeker, 1851",Horn-nosed boxfish
"Busycon carica (Gmelin, 1791)",Knobbed Whelk
"Chaetodipterus Lacepède, 1802",Spadefish
"Hyporhamphus picarti (Valenciennes, 1847)",Common halfbeak
"Myxus elongatus Günther, 1861",Sand mullet
"Arapaima gigas (Schinz, 1822)",Giant arapaima
"Chirolophis decoratus (Jordan & Snyder, 1902)",Decorated warbonnet
"Scomber colias Gmelin, 1789",Atlantic Chub Mackerel
"Arnoglossus laterna (Walbaum, 1792)",Sole.
"Orconectes causeyi Jester, 1967",Western Plains Crayfish
"Meuschenia flavolineata Hutchins, 1977",Yellow-striped leatherjacket
"Acanthopagrus australis (Günther, 1859)",Black bream
"Orectolobus halei Whitley, 1940",Banded wobbegong
"Scarus hoefleri (Steindachner, 1881)",Guinean parrotfish
"Decodon puellaris (Poey, 1860)",Red Hogfish
"Apsilus fuscus Valenciennes, 1830",African forktail snapper
"Bathycongrus varidens (Garman, 1899)",Largehead conger
"Epizoanthus incrustatus Düben & Koren, 1847",Encrusting sea cucumber
"Hampala macrolepidota Kuhl & Van Hasselt, 1823",Barb
"Euspira lewisii (A.Gould, 1847)",Lewis's moon snail
"Apogon multitaeniatus Cuvier, 1828",Smallscale cardinalfish
"Eurythoe complanata (Pallas, 1766)",Fireworm
"Pterocaesio chrysozona (Cuvier, 1830)",Blacktipped fusilier
Rhinobatos thouin,Guitarfish
"Himantura oxyrhyncha (Sauvage, 1878)",Sharpnose stingray
"Pempheris affinis McCulloch, 1911",Bullseye
"Acanthopagrus latus (Houttuyn, 1782)",Japanese bream
"Brachaluteres jacksonianus (Quoy & Gaimard, 1824)",Pigmy leatherjacket
"Meuschenia trachylepis (Günther, 1870)",Yellowfin Leatherjacket
"Hypoplectrodes nigroruber (Cuvier, 1828)",Banded seaperch
"Hypoplectrus guttavarius (Poey, 1852)",Shy Hamlet
"Lutjanus peru (Nichols & Murphy, 1922)",Pacific red snapper
"Puerulus velutinus Holthuis, 1963",Velvet whip lobster
"Solenosmilia variabilis Duncan, 1873",Maculate stony coral
"Sillago ciliata Cuvier, 1829",Sand whiting
"Lethrinus miniatus (Forster, 1801)",Redthroat Emperor
"Pontinus vaughani Barnhart & Hubbs, 1946",Spotback scorpionfish
"Ophichthus cephalozona Bleeker, 1864",Blacksaddle snake eel
"Acanthostracion guineensis (Bleeker, 1865)",Guineafish
"Panulirus polyphagus (Herbst, 1793)",Mud spiny lobster
"Nembrotha milleri Gosliner & Behrens, 1997",Shadowy Wrinkle Dorid
"Nembrotha cristata Bergh, 1877",Crested Nembrotha
"Thor dobkini Chace, 1972",Squat grass shrimp
"Haliotis rubra Leach, 1814",Blacklip Abalone
"Abralia andamanica Goodrich, 1896",Andaman enope squid
"Parupeneus trifasciatus (Lacepède, 1801)",Doublebar goatfish
"Caesio varilineata Carpenter, 1987",Variable-lined fusilier
"Breviraja colesi Bigelow & Schroeder, 1948",Lightnose Skate
"Urolophus neocaledoniensis Séret & Last, 2003",New Caledonian Stingaree
"Apogon norfolcensis Ogilby, 1888",Norfolk cardinalfish
"Serrivomer lanceolatoides (Schmidt, 1916)",Black sawtoothed eel
"Hippocampus algiricus Kaup, 1856",West African Seahorse
"Apogon doederleini Jordan & Snyder, 1901",S vuestro fish
"Remora osteochir (Cuvier, 1829)",Marlinsucker
"Gymnothorax annasona Whitley, 1937",Lord Howe Moray
"Bellator loxias (Jordan, 1897)",Chevron searobin
"Petalidium foliaceum Spence Bate, 1881",Sea fern
"Synalpheus fritzmuelleri Coutière, 1909",Speckled snapping shrimp
"Plectorhinchus macrospilus Satapoomin & Randall, 2000",Largespot sweetlips
"Portunus pelagicus (Linnaeus, 1758)",Blue swimming crab
"Amphiprion akindynos Allen, 1972",Barrier Reef anemonefish
"Sergestes pectinatus Sund, 1920",Prawn
"Idotea metallica Bosc, 1801",Metallic Marine Isopod
"Janicella spinicauda (A.Milne-Edwards, 1883)",Spiny shrimp
"Forsterygion lapillum Hardy, 1989",Common triplefin
"Psammobatis extenta (Garman, 1913)",Little skate
"Lethrinus crocineus Smith, 1959",Yellowtail emperor
"Parapercis millepunctata (Günther, 1860)",Black-dotted sandperch
"Crossosalarias macrospilus Smith-Vaniz & Springer, 1971",Triplespot blenny
"Cryptocentrus cinctus (Herre, 1936)",Yellow Shrimp Goby
"Chlidichthys inornatus Lubbock, 1976",Clown Goby
"Macropharyngodon bipartitus Smith, 1957",Diamond wrasse
"Chromodoris aureopurpurea Collingwood, 1881",Golden-rimmed sea slug
"Etelis carbunculus Cuvier, 1828",Ruby snapper
"Apsilus dentatus Guichenot, 1853",Black Snapper
"Pristipomoides auricilla (Jordan, Evermann & Tanaka, 1927)",Goldflag Snapper
"Chone infundibuliformis Krøyer, 1856",Cup sponge
"Malacoctenus tetranemus (Cope, 1877)",Throatspotted blenny
"Acanthemblemaria crockeri Beebe & Tee-Van, 1938",Browncheek blenny
"Chilorhinus suensonii Lütken, 1852",Seagrass Eel
"Paraluteres prionurus (Bleeker, 1851)",Blacksaddle filefish
"Amphicaryon ernesti Totton, 1954",Banded Palm Civet
"Pontellina plumata (Dana, 1849)",Feathered copepod
"Plectorhinchus chubbi (Regan, 1919)",Dusky rubberlip
"Epinephelus epistictus (Temminck & Schlegel, 1842)",Dotted grouper
"Halicampus macrorhynchus Bamber, 1915",Ornate pipefish
"Benthoctopus berryi G.C.Robson, 1924",Berry's octopus
"Dipterygonotus balteatus (Valenciennes, 1830)",Mottled Fusilier
"Syngnathoides biaculeatus (Bloch, 1785)",Alligator pipefish
"Raja undulata Lacepède, 1802",Undulated ray
"Synodus foetens (Linnaeus, 1766)",Inshore Lizardfish
"Cheilodipterus artus Smith, 1961",Lined Cardinalfish
"Scarus fuscopurpureus (Klunzinger, 1871)",Purple-brown parrotfish
"Sicyonia brevirostris Stimpson, 1871",Rock shrimp
"Halichoeres bivittatus (Bloch, 1791)",Slippery Dick
"Seriola zonata (Mitchill, 1815)",Banded Rudderfish
"Cantherhines pullus (Ranzani, 1842)",Orange-spotted filefish
"Penaeopsis serrata Spence Bate, 1881",Megalops Shrimp
"Coryphopterus alloides Böhlke & Robins, 1960",Barfin Goby
"Panulirus ornatus (Fabricius, 1798)",Ornate spiny lobster
"Obliquogobius cometes (Alcock, 1890)",Comet Goby
Posidonia oceanica (L.) Delile,Neptune Grass
"Palinurus charlestoni Forest & Postel, 1964",Cape Verde spiny lobster
"Raja herwigi Krefft, 1965",Cape Verde skate
"Microcephalophis gracilis (Shaw, 1802)",Common small-headed sea snake
"Assessor flavissimus Allen & Kuiter, 1976",Yellow devilfish
"Plectorhinchus cinctus (Temminck & Schlegel, 1843)",Crescent sweetlips
"Lepidozygus tapeinosoma (Bleeker, 1856)",Fusilier damselfish
"Eleginus nawaga (Koelreuter, 1770)",Pollack
"Ovalipes ocellatus (Herbst, 1799)",Lady Crab
"Amphioctopus aegina (Gray, 1849)",Dumbo octopus
"Myliobatis peruvianus Garman, 1913",Peruvian eagle ray
"Phthanophaneron harveyi (Rosenblatt & Montgomery, 1976)",Gulf flashlightfish
"Sebastes melanops Girard, 1856",Black rockfish
"Rhizoprionodon terraenovae (Richardson, 1836)",Atlantic Sharpnose Shark
"Parophrys vetulus Girard, 1854",English Sole
"Aplysia fasciata Poiret, 1789",Banded sea hare
"Nembrotha lineolata Bergh, 1905",Ivory Wrinkle Dorid
"Dasyatis bennettii (Müller & Henle, 1841)",Longtail stingray
"Cribrinopsis crassa (Andrès, 1881)",Fat anemone
"Halocynthia papillosa (Gunnerus, 1765)",Sea squirt
"Sardinella fimbriata (Valenciennes, 1847)",Fringescale sardine
"Lethrinus mahsena (Forsskål, 1775)",Seabream
"Aequorea coerulescens (Brandt, 1835)",Belt jellyfish
"Pachycerianthus multiplicatus Carlgren, 1912",Fireworks Anemone
"Cheiloprion labiatus (Day, 1877)",Big-lip damsel
"Pseudanthias smithvanizi (Randall & Lubbock, 1981)",Princess anthias
Padina pavonica (L.) Thivy,Peacock's Tail
"Parazoanthus axinellae (Schmidt, 1862)",Yellow Cluster Anemone
"Ophichthus bonaparti (Kaup, 1856)",Napoleon eel
"Torpedo sinuspersici Olfers, 1831",Marbled electric ray
"Labeo coubie Rüppell, 1832",African carp
"Hyporhamphus gamberur (Rüppell, 1837)",Red Sea halfbeak
"Plectorhinchus picus (Cuvier, 1828)",Dotted sweetlips
"Goniopora lobata Milne Edwards, 1860",Flowerpot coral
"Rhamdia guatemalensis (Günther, 1864)",Pale catfish
"Dardanus calidus (Risso, 1827)",Mediterranean hermit crab
"Gambusia yucatana Regan, 1914",Yucatan gambusia
"Rocio octofasciata (Regan, 1903)",Jack Dempsey
"Mithrax spinosissimus (Lamarck, 1818)",Spiny spider crab
"Acanthurus tractus Poey, 1860",Ocean Surgeonfish
"Haemulon parra (Desmarest, 1823)",Grunt
"Valenciennea helsdingenii (Bleeker, 1858)",Twostripe goby
"Gymnothorax ocellatus Agassiz, 1831",Caribbean Ocellated Moray
"Rochinia tanneri (Smith, 1883)",Thorned spiny crab
"Dasyatis margarita (Günther, 1870)",Daisy stingray
"Himantura bleekeri (Blyth, 1860)",Butterfly ray
"Coriocella hibyae Wellens, 1991",Coriocella
"Symphodus mediterraneus (Linnaeus, 1758)",Axillary wrasse
"Eudyptes chrysolophus (Brandt, 1837)",Macaroni Penguin
"Lybia edmondsoni Takeda & Miyake, 1970",Pom-pom crab
"Sergia lucens (Hansen, 1922)",Sakura shrimp
"Halichoeres ornatissimus (Garrett, 1863)",Ornate wrasse
"Valenciennea strigata (Broussonet, 1782)",Blueband goby
"Hypsopsetta guttulata (Girard, 1856)",Diamond turbot
"Pontonides unciger Calman, 1939",Shrimp
"Thelenota ananas (Jaeger, 1833)",Cucumber sea star
"Umbrina cirrosa (Linnaeus, 1758)",Brown meagre
"Tilapia rendalli (Boulenger, 1897)",Redbreast tilapia
"Anarhichas minor Olafsen, 1772",Wolf Fish
"Pseudoplatystoma corruscans (Spix & Agassiz, 1829)",Spotted sorubim
"Vogtia serrata (Moser, 1915)",Serrated Sea-Pearl
"Hoplias macrophthalmus (Pellegrin, 1907)",Trahira
"Malacoraja senta (Garman, 1885)",Prickly skate
"Sclerasterias tanneri (Verrill, 1880)",Pacific sand star
"Hemanthias leptus (Ginsburg, 1952)",Longtail bass
"Haemulon album Cuvier, 1830",Margate
"Micropogonias undulatus (Linnaeus, 1766)",Atlantic Croaker
"Atherinomorus stipes (Müller & Troschel, 1848)",Hardhead Silverside
"Primnoa resedaeformis (Gunnerus, 1763)",Red tree coral
"Bathybiaster vexillifer (Wyville Thomson, 1873)",Flagship Starfish
"Spheciospongia vesparium (Lamarck, 1815)",Loggerhead Sponge
"Phoca largha Pallas, 1811",Spotted Seal
"Aetobatus guttatus (Shaw, 1804)",Spotted eagle ray
"Cobitis taenia Linnaeus, 1758",Loach
"Haemulon plumierii (Lacepède, 1801)",Boar grunt
"Lutjanus griseus (Linnaeus, 1758)",Gray Snapper
"Goniobranchus annulatus (Eliot, 1904)",Spectacled Rainbow Dorid
"Lutjanus jocu (Bloch & Schneider, 1801)",Dog Snapper
"Tathicarpus butleri Ogilby, 1907",Butler's frogfish
"Echeneis neucratoides Zuiew, 1789",Whitefin Sharksucker
"Haemulon macrostomum Günther, 1859",Gray grunt
"Halicampus mataafae (Jordan & Seale, 1906)",Brown pipefish
"Arius maculatus (Thunberg, 1792)",Spotted catfish
"Anguilla bicolor McClelland, 1844",Shortfin eel
"Eurhamphaea vexilligera Gegenbaur, 1856",Vexilligera comb jelly
"Centrophorus acus Garman, 1906",Needle dogfish
"Pachygrapsus marmoratus (Fabricius, 1787)",Marbled Crab
"Scarus zufar Randall & Hoover, 1995",Dhofar parrotfish
"Aplysia punctata (Cuvier, 1803)",Common Sea Hare
"Cheilinus oxycephalus Bleeker, 1853",Plain-faced maori wrasse
"Naso tuberosus Lacepède, 1801",Humpheaded Unicornfish
"Choeroichthys brachysoma (Bleeker, 1855)",Pacific short-bodied pipefish
"Gymnothorax melatremus Schultz, 1953",Blackspot moray
"Antedon bifida (Pennant, 1777)",Rosy Feather-star
"Montipora turtlensis Veron & Wallace, 1984",Pore coral
"Amblyglyphidodon batunai Allen, 1995",Batuna damselfish
"Dentex macrophthalmus (Bloch, 1791)",Common dentex.
"Serranus aequidens Gilbert, 1890",Deepwater serrano
"Leucoraja wallacei (Hulley, 1970)",Yellowspotted skate
"Pelates octolineatus (Jenyns, 1840)",Eight-lined trumpeter
"Cyclichthys orbicularis (Bloch, 1785)",Birdbeak burrfish
"Thryssa baelama (Forsskål, 1775)",Anchovy
"Scarus altipinnis (Steindachner, 1879)",Filament-finned parrotfish
"Rhinopias aphanes Eschmeyer, 1973",Lacy scorpionfish
"Haliotis tuberculata Linnaeus, 1758",European edible abalone
"Goniistius zebra (Döderlein, 1883)",Striped beakfish
Codium tomentosum Stackh.,Velvet Horn
"Neoraja carolinensis McEachran & Stehmann, 1984",Carolina pygmy skate
"Apogon thermalis Cuvier, 1829",Translucent cardinalfish
"Laminaria ochroleuca Bachelot de la Pylaie, 1824",Golden kelp
"Lipophrys pholis (Linnaeus, 1758)",Blenny
"Prionotus carolinus (Linnaeus, 1771)",Common Searobin
"Pseudanthias bartlettorum (Randall & Lubbock, 1981)",Bartlett's fairy basslet
"Heteroconger taylori Castle & Randall, 1995",Taylor's garden eel
"Aegires citrinus Pruvot-Fol, 1930",Yellow Aegires
"Panulirus japonicus (Von Siebold, 1824)",Japanese spiny lobster
"Hologymnosus doliatus (Lacepède, 1801)",Candy cane wrasse
"Gobius auratus Risso, 1810",Golden goby
"Chelidonichthys lucerna (Linnaeus, 1758)",Forkbeard
"Polyphemus pediculus (Linnaeus, 1761)",Predatory water flea
"Ogcocephalus pantostictus Bradbury, 1980",Spotted batfish
"Bebryce cinerea Deichmann, 1936",Gray Sea Cucumber
"Aiptasia mutabilis (Gravenhorst, 1831)",Trumpet Anemone
"Axinella polypoides Schmidt, 1862",Common antler sponge
"Phallusia mammillata (Cuvier, 1815)",White sea squirt
"Pachypanchax omalonotus (Duméril, 1861)",Powder-blue panchax
"Schroederichthys saurisqualus Soto, 2001",Lizard catshark
"Nephropsis aculeata S.I.Smith, 1881",Florida lobsterette
"Antipathes Pallas, 1766",Black corals
"Benthoctopus levis (Hoyle, 1885)",Smooth octopus
"Synanceia nana Eschmeyer & Rama-Rao, 1973",Dwarf scorpionfish
"Pseudorca crassidens (Owen, 1846)",False Killer Whale
"Chilomycterus antennatus (Cuvier, 1816)",Bridled Burrfish
"Gracila albomarginata (Fowler & Bean, 1930)",Masked grouper
"Cucumaria salma Yingst, 1972",White sea cucumber
"Toxotes oligolepis Bleeker, 1876",Archerfish
"Tosia australis Gray, 1840",Southern Trench Crab
"Wetmorella nigropinnata (Seale, 1901)",Blackspot Pigmy Wrasse
"Centropyge multifasciatus (Smith & Radcliffe, 1911)",Barred angelfish
"Toxotes chatareus (Hamilton, 1822)",Archerfish
"Sphyraenops bairdianus Poey, 1861",Barracuda Cardinalfish
"Trachurus symmetricus (Ayres, 1855)",Jack Mackerel
"Mobula kuhlii (Müller & Henle, 1841)",Shortfin devil ray
"Dasyatis microps (Annandale, 1908)",Longtail stingray
"Trimma fucatum Winterbottom & Southcott, 2007",Harlot pygmy goby
"Alectis indica (Rüppell, 1830)",Indian Mackerel
"Epinephelus goreensis (Valenciennes, 1830)",Grouper
"Dentex maroccanus Valenciennes, 1830",Moroccan Dentex
"Alphestes multiguttatus (Günther, 1867)",Rivulated mutton hamlet
"Apogon dovii Günther, 1862",Tailspot cardinalfish
"Apogon affinis (Poey, 1875)",Bigtooth cardinalfish
"Niphates digitalis (Lamarck, 1814)",Pink Vase Sponge
"Apogon pseudomaculatus Longley, 1932",Twospot Cardinalfish
"Halieutichthys aculeatus (Mitchill, 1818)",Pancake Batfish
"Kyphosus vaigiensis (Quoy & Gaimard, 1825)",Brassy chub
"Asterropteryx semipunctata Rüppell, 1830",Bluespotted goby
"Aseraggodes borehami Randall, 1996",Boreham's sole
"Abudefduf septemfasciatus (Cuvier, 1830)",Banded Sergeant
"Chaetodon tinkeri Schultz, 1951",Tinker's Butterflyfish
"Prionotus ophryas Jordan & Swain, 1885",Bandtail sea-robin
"Scomberomorus brasiliensis Collette, Russo & Zavala-Camin, 1978",Atlantic Spanish mackerel
"Dromia erythropus (Edwards, 1771)",Redeye sponge crab
"Evermannichthys metzelaari Hubbs, 1923",Sponge goby
"Lutjanus dentatus (Duméril, 1861)",Brown snapper
"Spongia barbara Duchassaing & Michelotti, 1864",Yellow sponge
"Paracirrhites forsteri (Schneider, 1801)",Blackside hawkfish
"Trachinotus goreensis Cuvier, 1832",Longfin pompano
"Rhinobatos leucorhynchus Günther, 1867",Whitesnout guitarfish
"Glaucosoma hebraicum Richardson, 1845",Dhufish
"Makaira mazara (Jordan & Snyder, 1901)",Blue marlin
"Chromis atripectoralis Welander & Schultz, 1951",Black-axil chromis
"Datnioides polota (Hamilton, 1822)",Four-banded tigerfish
"Ablabys macracanthus (Bleeker, 1852)",Spiny leaf-fish
"Chromis dispilus Griffin, 1923",Demoiselle
"Scorpaena papillosa (Schneider & Forster, 1801)",Red scorpionfish
Ulva lactuca L.,Sea Lettuce
"Tambja verconis (Basedow & Hedley, 1905)",Sea slug
"Trachypoma macracanthus Günther, 1859",Toadstool grouper
"Pempheris adspersa Griffin, 1927",Bigeye
"Argentina elongata Hutton, 1879",Silverside
"Calliactis polypus (Forsskål, 1775)",Red anemone
"Eviota zonura Jordan & Seale, 1906",Naked-headed goby
"Trimma striatum (Herre, 1945)",Red-lined pygmy goby
"Amblygobius decussatus (Bleeker, 1855)",Crosshatch goby
"Callogobius maculipinnis (Fowler, 1918)",Ostrich goby
"Doryrhamphus pessuliferus (Fowler, 1938)",Roughy Seahorse
"Eviota lachdeberei Giltay, 1933",Lachdebere's pygmy goby
"Raja montagui Fowler, 1910",Homelyn ray
"Gnathodentex aureolineatus (Lacepède, 1802)",Striped mojarra
"Trachinus araneus Cuvier, 1829",Critical Weever
"Centropyge hotumatua Randall & Caldwell, 1973",Hotumatua angelfish
"Myripristis tiki Greenfield, 1974",Tiki soldierfish
"Carcinus aestuarii Nardo, 1847",Mediterranean green crab
Antithamnionella spirographidis (Schiffner) E.M.Wollaston,Spirograph alga
"Lonchopisthus sinuscalifornicus Castro-Aguirre & Villavicencio-Garayzar, 1988",Longtail jawfish
"Coryphella browni Picton, 1980",Brown's Sea Slug
"Ceratosoma brevicaudatum Abraham, 1876",Nudibranch
Diadematidae,Diadematidae
"Catostylus mosaicus (Quoy & Gaimard, 1824)",Blue blubber jellyfish
"Poecilia vivipara Bloch & Schneider, 1801",Guppy
"Dendrodoris gunnamatta J.K.Allan, 1932",Gunnamatta Sea Slug
"Eucinostomus argenteus Baird & Girard, 1855",Silverside
"Hexagrammos stelleri Tilesius, 1810",Whitespotted greenling
"Poecilia gillii (Kner, 1863)",Gill's molly
"Swiftia pallida Madsen, 1970",Northern Sea Fan
"Sciaenops ocellatus (Linnaeus, 1766)",Red Drum
"Elops saurus Linnaeus, 1766",Bonefish
"Parvicrepis parvipinnis (Waite, 1906)",Little clingfish
"Litopenaeus vannamei (Boone, 1931)",Whiteleg shrimp
"Suggrundus macracanthus (Bleeker, 1869)",Bigspine flathead
"Solea ovata Richardson, 1846",Ovate sole
"Gobiodon reticulatus Playfair, 1867",Reticulate goby
"Scorpaenopsis lactomaculata (Herre, 1945)",Whiteblotched scorpionfish
"Periophthalmus waltoni Koumans, 1941",Walton's mudskipper
"Callichirus islagrande (Schmitt, 1935)",Beach ghost shrimp
"Brachirus orientalis (Bloch & Schneider, 1801)",Black sole
"Gorgonia flabellum Linnaeus, 1758",Venus sea fan
"Serranus atricauda Günther, 1874",Blacktail comber
